TeamNum,TeamName,TeamCountry,TeamCity
6090,Wayland Wildcats,USA,Wayland
6091,Eagle 1,USA,Deckerville
6092,Q-Bots,USA,Quincy
6093,Unplugged,USA,Sandusky
6094,Manic Mechanics,USA,Montague
6095,PARDUX,Turkey,ISTANBUL
6096,UPSM Cobrots,USA,Detroit
6097,Botcats,USA,Brethren
6098,bIrobot,USA,Beaver Island
6099,Knight Riders,USA,Detroit
6100,MS Mobots,USA,Morley
6101,Strange Quarks,USA,Ann Arbor
6102,Mustangs,USA,Blanchard
6103,Space Pirates,USA,Plaquemine
6104,Desert Eagles in memory of Yehonatan Maimon,Israel,Ofakim
6105,Firebirds with Skills,USA,Nashville
6106,PrepaTec - TecGear,Mexico,IRAPUATO
6107,CyberJagzz,USA,Huntsville
6108,DRAGONBOTS,USA,Clinton Township
6109,Longhorn Robotics,USA,Payson
6110,Doc Botics,Canada,Ajax
6111,Paul Bentley Laforet,USA,Houston
6112,Cyberstangs,USA,Munising
6113,M.A.R.C. 1,USA,Menominee
6114,Hamilton CyberHawks,USA,Hamilton
6115,Ellington Saints,USA,Grand Rapids
6116,Cougar Robotics,USA,Garden City
6117,Wingspan,USA,Pontiac
6118,Dunedoo Central School,Australia,Dunedoo
6119,Prototype Pumas,USA,Coldwater
6120,CyberStangs,USA,New Haven
6121,RoboVikes,USA,Grayling
6122,Potential Energy,USA,Bear Lake
6123,Mad Scientist Club,USA,Lake Elsinore
6124,Overdrive,USA,Fontana
6125,Jagbots,Canada,Toronto
6126,Robo-Blazers,USA,San Antonio
6127,BHS Pumatrons,USA,Bisbee
6128,M.O.T.O.R (More Than Our Robot),USA,Hart
6129,"Warp Speed, Scotty !",USA,Spokane
6130,Vipers,Canada,Toronto
6131,NLR Robotics,USA,North Little Rock
6132,Iron Rangers,USA,Crosby
6133,b a s h,USA,North Richland Hills
6134,Robo Ram,Mexico,Zapopan
6135,Arctos,Canada,Toronto
6136,The Robo Ravens 6136,USA,Detroit
6137,Falcon Robotics,USA,Constantine
6138,Dogbotics 1,USA,Centreville
6139,ThunderBotz,USA,Dublin
6140,SMT Titans - The 'Tita'BOTS,Canada,Scarborough
6141,O'Connor Robotics,Canada,North York
6142,Cross Keys High School,USA,Atlanta
6143,APEX Automation,USA,Sarver
6144,Angelbots Gold,USA,El Paso
6145,War Eagles,USA,Crawfordville
6146,Blackjacks,USA,Dawson
6147,Tonkabots,USA,Mound
6148,CASS Electro Knights,Canada,Woodstock
6149,hand by hand,Israel,arara negev
6150,Bluebotics,USA,Adrian
6151,Red Devil Robotics,USA,Ironwood
6152,Robo-Falcons,USA,DEARBORN HEIGHTS
6153,Blue Crew,USA,Farmington
6154,Universal Robots,Denmark,Frederikssund
6155,ElektraBots,USA,San Antonio
6156,PrepaTec - Infinity Robotics Team,Mexico,Ciudad Obregon
6157,Marshall Mechs,USA,Benton
6158,PiRbot2,USA,Birmingham
6159,ALIANZA MEDELLIN,Colombia,Medellin
6160,Bombatrons,USA,Barnum
6161,Equilibrium,USA,Gray
6162,Cap Alpaca 6162,Canada,London
6163,Mustangs,USA,Birmingham
6164,Moonshot Slaybots,USA,Dike
6165,Aurora,Turkey,Istanbul
6166,Thorobotics,USA,Holmen
6167,CB Bearbots,USA,Hemingway
6168,alzahrawi,Israel,iksal
6169,Chaos Squad,Canada,Lacombe
6170,Prepa Tecmilenio Vitronik,Mexico,San Luis Potosí
6171,⚛ Chain Reaction ⚛,USA,Plano
6172,The Mad Dogs,USA,Fairfield
6173,Elgin Metal Mayhem,USA,Elgin
6174,Kaprekar's Constants,USA,Winters
6175,EVW Mystery Machine,USA,Eden Valley-Watkins
6176,MTS,USA,MInneapolis
6177,Atomic-Robotic-Dogs,USA,Atlanta
6178,Techno Titans,Canada,Moose Jaw
6179,PhotonBox,China,Shenzhen
6180,Mechanical Lions,USA,Mission
6181,Cryptic Cyborgs,USA,Archbold
6182,Royals,USA,Rogers
6183,RIGS - Robotics Inspired Greenland Students,USA,Greenland
6184,C4 (Capital City Chaotic Coders),USA,Tallahassee
6185,TV Patriots,USA,New Madison
6186,Hope BotCats,USA,Hope
6187,Narrabri High School- Kaputar Klockworks,Australia,Narrabri
6188,Sting Robotics,Canada,Fort Saskatchewan
6189,Cyber Raiders,USA,Amelia Court House
6190,Cybernetic Crusaders,USA,Canton
6191,RoboKryptonite,Chinese Taipei,Taipei
6192,IEA Robotim,Turkey,Istanbul
6193,The Legend of Robotics,USA,Bay City
6194,The Aftershocks,USA,Farmville
6195,GOLDBOTS,USA,Brooklyn
6196,Spontaneous Disassembly,USA,College Station
6197,Semia United,China,Beijing
6198,Bayou Bots,USA,Pensacola
6199,E-Hawks - Peñoles,Mexico,Torreón
6200,PrepaTec - XRAMS,Mexico,Juárez
6201,The Highlanders,USA,Somerville
6202,The Centurions,Canada,Windsor
6203,Titanium Knights Robotics,USA,Hackensack
6204,Team Pedare,Australia,Adelaide
6205,SD Tech,China,Shanghai
6206,Shandong T,China,Taiyuan
6207,Beichen,China,Changchun
6208,Mechstangs,USA,Portage
6209,Robo Warriors,USA,Lubbock
6210,The Dragons Lair,USA,Salt Lake City
6211,Hayden Robotics,Canada,Burlington
6212,Kaniva College,Australia,Kaniva
6213,Team Quantum,USA,Lanham
6214,PHEnix,USA,Burgaw
6215,Armored Eagles,USA,Apex
6216,movers and shakers ,USA,chester
6217,Bomb-Botz,USA,Cannon Falls
6218,Tecmilenio - TAURUS - 6218 ,Mexico,Hermosillo
6219,Cuttin' Edge Robotics,USA,Blountville
6220,The Golden Griffins,USA,Los Alamitos
6221,Vandals,USA,Miami
6222,Flying Tigers,USA,Hemingway
6223,Arsenal of Engineering,USA,Menomonee Falls
6224,Saint Dominators,USA,Auburn
6225,SLC Roarin' Robotics,USA,Fort Pierce
6226,Blue Devils,USA,Burlington
6227,Robohovers,China,Xi'An
6228,MAT Robotics,Türkiye,Istanbul
6229,spartans,Mexico,metepec
6230,Team Koi,Israel,Jerusalem
6231,AKINCILAR,Turkey,istanbul
6232,Florya Bisons,Türkiye,istanbul
6233,Phoe-Bots,USA,Mission
6234,Madson,USA,kuna
6235,Robo-Nerds,USA,Midlothian
6236,Robots at The Center of the Universe,USA,Ashland
6237,Martin Motion,USA,Neponset
6238,Popcorn Penguins,USA,Los Altos
6239,The Irrational Engineers,USA,Capitol Heights
6240,Eagles of the Knight,USA,Warrenton
6241,CowTech,USA,San Jose
6242,Chaos Theory,USA,Selma
6243,Energy NERDs,USA,Houston
6244,Light SaBres,USA,Sartell
6245,Overlooking 2,Chinese Taipei,Minxiong Township
6246,Union Knight Robotics,USA,La Porte City
6248,Millbrook High School,USA,Raleigh
6300,The Northwoodians,USA,Lake Placid
6301,Nerointellect-sim Engineering & Robot Design Soiree   N.E.R.D.S.,USA,Taunton
6302,Greeneville High School Robotics,USA,Greeneville
6303,Citadel,Turkey,Istanbul
6304,EAGLE,China,zhenjiang
6305,Stable Circuits,USA,Fresno
6306,Atonement Academy CrewStators,USA,San Antonio
6307,Courtland High School,USA,Fredericksburg
6308,SPCS - Hafabots,USA,Yigo
6309,SPCS - Koko Tek,USA,Yigo
6312,Hippocampinae,USA,Christchurch
6313,Hippocampus,USA,Christchurch
6314,DM Robotics The WolfPack,USA,Scottsdale
6315,Code Error 404,USA,Laredo
6317,Disruptive Innovation,USA,Davenport
6318,FE Freedom Engineers,USA,Freedom
6319,Tecmilenio ENKI-NOVA 6319,Mexico,AHOME
6320,Iron Hawks,USA,Manchester
6321,■ R-Cubed  Rouse Raider Robotics ■,USA,Leander
6322,OneClay ARMORY,USA,Green Cove Springs
6323,Hayden Robotics,Canada,Burlington
6324,The Blue Devils,USA,Salem
6325,Reset Robotics,USA,Alpharetta
6326,⚡ Baltimore Bolts ⚡,USA,Baltimore
6327,The Fighting Gophers,USA,Media
6328,Mechanical Advantage,USA,Littleton
6329,The Bucks' Wrath,USA,Bucksport
6330,6330 - Arc Angels,Canada,Mississauga
6331,Sabotage,Canada,Windsor
6332,Bull City Botics,USA,Durham
6333,Scavenger Robotics,USA,Putnam
6334,Aluminati,USA,Midlothian
6335,Terminal Velocity,USA,Burlington
6336,Javawockies,Canada,London
6337,Terror Bytes,USA,Pittsfield
6338,DRIVING STEEL,USA,Macomb
6339,Pelican Falls First Nations High School,Canada,Sioux Lookout
6340,The Marist Manatees,USA,Atlanta
6341,Firestorm Robotics,USA,Acworth
6342,BT Robotics,Canada,Ancaster
6343,Steel Ridge,USA,Ridgefield
6344,Yale Jiggawattz,USA,Yale
6345,Nimrod Nation,USA,Watersmeet
6346,Cybears Robotics Team,USA,Norwalk
6347,St. James Lions,Canada,Guelph
6348,PrepaTec - HORUS,Mexico,Colima
6349,Albany High Indians,USA,Albany
6350,Clawbots,USA,Enumclaw
6351,Rundle College Robotics,Canada,Calgary
6352,LAUNCH TEAM,USA,Surprise
6353,EFZ Robotics,China,Shanghai
6354,Jiayi Superhuman Strength,China,Shanghai
6355,Patriots,USA,Sandusky
6356,MetaRobotics,China,Shenzhen
6357,The Spring Konstant,USA,Dripping Springs
6358,The Buhlean Operators,USA,Buhl
6359,TechKnow Difficulties,USA,Aurora
6360,Quanzhou No.5 Middle School,China,Quanzhou
6361,The Blazer,China,Shanghai
6362,Shengxue Corps,China,Shanghai
6363,BirdBots,USA,El Campo
6364,Ten Ton,Canada,West Vancouver
6365,Imperial star destroyer,China,Shanghai
6366,RAM Rodz Robotics,USA,Simpsonville
6367,The ElectroLights,USA,Dorchester Center
6368,Unknown,China,Shanghai
6369,Mercenary Robotics,USA,McKinney
6370,Texas Titans,USA,Helotes
6371,Spencer Robotics,USA,Spencer
6372,Chi-squared Robotics,USA,Gilbert
6373,River City Robotics,USA,Chattanooga
6374,NanChong Union,China,Nan Chong
6375,MC²,China,Beijing
6376,Further Dream,China,Shanghai
6377,Howdy Bots,USA,Austin
6378,LYNX,Canada,Mississauga
6379,Terabyte of Ram,USA,Pleasant Hill
6380,ORION ROBOTICS,Türkiye,Istanbul
6381,Red Raider Robotics,USA,Sheboygan
6382,RoboHornz,USA,Vista
6383,PLUG&PLAY,China,Shenzhen
6384,Hisar Ravens,Turkey,Gokturk ISTANBUL
6385,TrueMoe,China,Jinhua
6386,Guangzhou research robot club,China,GUANGZHOU
6387,Discobots Canada,Canada,Brampton
6388,WonderWorks Robotics,Turkey,istanbul
6389,Matster Mechanist,China,Nanjing
6390,Hephaestus,Canada,Surrey
6391,Ursuline Bearbotics,USA,Saint Louis
6392,Dimension Creator,China,Chengdu
6393,Pioneer,China,Zhengzhou
6394,MITO,China,Suzhou
6395,Xindu No.2 High School ,China,Chengdu 
6396,Steel Tempest,USA,Pensacola
6397,Romero Robotics,Canada,Toronto
6398,Kilo-bots,USA,Santa Paula
6399,Tinspiratio,China,Jinan 
6400,The Manhattan Project,USA,Manhattan
6401,8-bit RAMs,USA,New City
6402,GÖKTÜRKLER,Türkiye,İSTANBUL
6403,D.P. Todd Secondary,Canada,Prince George
6404,Brazilian Storm,Brazil,São José dos Campos
6405,EntreBots,USA,Palmdale
6406,Cyber/Scorpions,Canada,Salt Spring Island
6407,Tecmilenio - DEVOLT - 6407,Mexico,Chihuahua
6408,Syntechs Robotics,Canada,Port Moody
6409,Odrinias,Turkey,Edirne
6410,Supreme Eagles,USA,Salinas
6411,Gravediggers,USA,Sandy
6412,For Sale By Owner,USA,Cedar Rapids
6413,Degrees of Freedom,USA,Chandler
6414,Voyager,China,Shenzhen
6415,Gultepe Robotics Team 6415,Türkiye,Istanbul
6416,MEVOLUTION ROBOTIC TEAM,Turkey,Büyükçekmece
6417,Fridolins,Switzerland,Glarus
6418,The Missfits,USA,San Francisco
6419,Kernel Chaos,USA,West Des Moines
6420,Fire Island Robotics,USA,Muscatine
6421,WarriorBots,USA,Muskego
6422,GearHeadz,USA,Rocky Point
6423,Ward Melville Iron Patriots,USA,East Setauket
6424,Stealth Panther Robotics,USA,Knob Noster
6425,The Conclave,USA,Coldwater
6426,Robo Gladiators,USA,Durham
6427,Glendale,Canada,London
6428,STEMINEERS,USA,Coopersville
6429,4th Dimension,Türkiye,BORNOVA
6430,Kalsedon,Türkiye,Eskişehir
6431,NoktaParantez,Türkiye,Istanbul
6432,Valkyries,Australia,Waverley
6433,HZ4Z,China,Hangzhou
6434,Bossley Park High School Wolfgang,Australia,Bossley Park
6435,Jetson's Robotics,Türkiye,Istanbul
6436,PARS ROBOTICS,Türkiye,istanbul
6437,The Pacific Quakers,USA,Portland
6438,MEF THUNDER FTD,Turkey,Besiktas
6439,tanx,China,Shanghai
6440,Canobolas,Australia,Orange
6441,Turbo Turtle,China,Nanjing
6442,Modern Americans,USA,Pendleton
6443,AEMBOT,USA,Hillsboro
6444,PrepaTec Chihuahua- Sigma Robotics,Mexico,Chihuahua
6445,CTEC Robotics,USA,Salem
6446,Redhawks,USA,Blythewood
6447,Bad 2 the Bone - Bingara Central School,Australia,Bingara
6448,LBJ Early College High School ,USA,Austin
6449,DigiBots,Australia,Warnbro
6450,The Reaper,China,Jinhua 
6451,Wired Warriors,USA,Whiteland
6452,GPrep Thumpin Pup,USA,Spokane
6453,Bog Bots!,USA,Kelliher
6454,Chicken Strips,USA,Pasco
6455,The Coded Collective,USA,Waterloo
6456,Oregon Trail Academy Wi-Fires,USA,Boring
6457,Roots Charter High School,USA,West Valley City
6458,Semiahmoo Robotics,Canada,Surrey
6459,AG Robotik,Türkiye,Büyükçekmece
6460,Air Guardians,USA,Mansfield
6461,Iron Stallions,Canada,Wingham
6462,techJOYnT,USA,Edmond
6463,Robotic Reapers,USA,Port Ewen
6464,Danger Noodle Danger,USA,Seminole
6465,Mystic Biscuit,USA,Bend
6466,Tiger Tech,USA,Stanfield
6467,Tiger Robotics,USA,Lenox
6468,The Positronic Panthers,USA,Ponte Vedra
6469,Junkyard Dogs,USA,Goochland
6470,Templeton STEM,Canada,Vancouver
6471,Lee County High School Trobots,USA,Leesburg
6472,H-TECH,Turkey,uskudar
6473,Rock Star Robotics,USA,Orlando
6474,Indigo Dynamics,USA,Fairfield
6475,Helium-3,China,Beijing
6476,Supernova Star Squad,Australia,Coonabarabran
6477,Conqueror of Istanbul,Turkey,Buyukcekmece
6478,CASHS Bot Team,Australia,Seville Grove
6479,AZTECH Robotics,USA,Tempe
6480,SAGE Robotics,USA,Minneapolis
6481,Deus Ex Machina,Canada,Parkhill
6482,Wildcat Robotics,USA,Joseph City
6483,Prepa Tecmilenio - CHARGER,Mexico,JUÁREZ
6484,TechKnowLogic,USA,Greenwich
6485,Mecha Mustangs,Canada,Surrey
6486,Ten More Tons,Canada,West Vancouver
6487,Clockwork Knights,China,Shanghai
6488,RoboRams,USA,Houston
6489,Bronco Bolts,USA,Zachary
6490,Panther Robotics,USA,Geneva
6491,Short Circuits,USA,Fairhope
6492,Pangburn S.W.A.T.,USA,Pangburn
6493,Red Steel,USA,University Center
6494,Wings of Liberty,China,Shanghai
6495,Future Star,China,Beijing
6496,AREA 27,USA,Durham
6497,Pymble P-Platers,Australia,Sydney
6498,Castle Robotics,USA,Newburgh
6499,Innovos Robotics,USA,Orange
6500,GearCats,USA,Raleigh
6502,DARC SIDE,USA,Durham
6503,Iron Dragon,USA,Seattle
6504,FCHS Jagwires,USA,Falls Church
6505,ElectroPanthers,USA,Washington
6506,Steel Boot Robotics,USA,Salinas
6507,Tecmilenio CYBORG HAWKS  6507,Mexico,Reynosa
6508,Hastings Heroes,Australia,Port Macquarie
6509,Southern River,Australia,Gosnells
6510,Pymble Pride,Australia,Pymble
6511,Oberoi,India,Mumbai
6512,Coastal Catastrophe 6512,USA,Shallotte
6513,The Wyverns,Canada,Woodbridge
6514,Sutton Robotics League,Canada,Sutton West
6515,Unimatics,USA,Calexico
6516,Robonados,USA,Lebanon
6517,So-Kno Robo,USA,Knoxville
6518,JagBots,USA,Phoenix
6519,The Vegas Vortechs,USA,Las Vegas
6520,GreenAms Robotics Team,Vietnam,Hanoi
6521,FPT,Vietnam,hanoi
6522,Tomaree High School,Australia,Salamander Bay
6523,Condobolin,Australia,Condobolin
6524,Wilder Wolves FRC,Australia,Seville Grove
6525,Greater Sydney Robotics,Australia,Sydney
6526,Cyber Rangers,USA,Garland
6527,RamShock,USA,Lake Mary
6528,Terror Bytes,USA,Gibraltar
6529,Beantown Blitz,USA,Roxbury Crossing
6530,Ra,USA,Phoenix
6531,Redhawks,USA,Cedar Springs
6532,TechnoPaths,USA,Detroit
6533,BeaverTech noducks,USA,Beaverton
6534,Saints Scholars,USA,Grand Rapids
6535,Edison Sustainabots,USA,Huntington Beach
6536,TheDarkSide,USA,Vinton
6537,WIHS Robotics,Canada,Windsor
6538,Linc-Bots,USA,Ypsilanti
6539,Success Robotics Team,USA,Ontonagon
6540,Dynamo,Canada,Mont-Royal
6541,T-FROGS,France,LA TALAUDIERE
6542,Technomancers,USA,Pittsburg
6543,pumaTECH,USA,Oakton
6544,A-Team Robotics,Canada,Amherstburg
6545,Tawas Braves,USA,Tawas City
6546,Naatsisʼáán Robotics,USA,Navajo Mountain
6547,Flaming Metal Robotics,USA,Magnolia
6548,Perry RAMBOTS,USA,Perry
6549,caseville eagles,USA,Caseville
6550,Wildcat Robotics,USA,Evart
6551,MOOTeam,USA,Port Huron
6552,RoboCats,USA,Houghton Lake
6553,Roboticus,USA,Oxnard
6554,Phoenix Robotics,USA,La Mirada
6555,Ad Astra,Turkey,Bursa
6556,Spartan Robotics 6556,USA,Waldron
6557,S.R.U - Special Robotics Unit,USA,Baraga
6558,Aluminum Sting,USA,Lanse
6559,Bay-Arenac,USA,Bay City
6560,Charging Champions,USA,Irvine
6561,Omecha Wolf Pack,USA,Scottville
6562,She Heroes,USA,Mercedes
6563,ROBO CORR,Canada,Quesnel
6564,TDSS Titans,Canada,Woodbridge
6565,Team Bobcat,USA,Arapahoe
6566,Battering Rams,USA,Madison Heights
6567,The Broken Drill Bits,USA,Saint Clair Shores
6568,Decatur Robotics Team,USA,Decatur
6569,Gladiators,USA,Ontonagon
6570,Whiteford Bobcats,USA,Ottawa Lake
6571,Lakeview Wildcats,USA,Lakeview
6572,Forest Area,USA,Fife Lake
6573,Alanson Viking Robotics,USA,Alanson
6574,Ferradermis,USA,Whitewater
6575,Tempe T-Rex,Australia,Tempe
6576,High School Science Education,Vietnam,Hanoi
6577,South City International School,India,Kolkata
6578,G D Goenka,India,New Delhi
6579,Komplete Kaos Inc,Australia,Helensburgh
6580,Positive Charge,USA,Marshall
6581,Hancock Robotics,USA,Hancock
6582,Vestabots,USA,Vestaburg
6583,Human Error,USA,Plymouth
6584,AHC Transformers,USA,Kensington
6585,Hózhóogo Naasháa Doo (Walk in Beauty),USA,Many Farms
6586,Tuskin' Raiders,USA,Texarkana
6587,WCA Cougars,USA,Hillsdale
6588,Counter-Torque Robotics,USA,Lawton
6589,Cardinal Robotics,USA,Bloomingdale
6590,SaviTech,USA,Brooklyn
6591,Panther Powered Robotics 6591,USA,Stockbridge
6592,Sexton Redbots,USA,Lansing
6593,HyperDrive Robotics,USA,Richmond Hill
6594,EV ROBOTICS,USA,Lansing
6595,QUAKE,USA,Lansing
6596,Ashley BearBots,USA,Ashley
6597,Eagles,USA,Saginaw
6599,Northport Wildcats,USA,Northport
6600,Tech Heads,USA,Baldwin
6601,Easy Company,USA,Staten Island
6602,Belle Bots,USA,Little Rock
6603,Cornerstone Crushers,Canada,Weyburn
6604,Tecmilenio - Equipo ITAC - 6604,Mexico,CULIACAN
6605,Prepa Tecmilenio -  Imperium Fons,Mexico,Cuernavaca
6606,Prepa Tecmilenio Pink Hawks 6606,Mexico,Metepec
6607,Tecmilenio - ARMY ROBOT TECHNOLOGY - 6607,Mexico,Veracruz
6608,Prepa Tecmilenio - ARCADIA,Mexico,Guadalajara
6609,Suwannee Bulldogs,USA,Live Oak
6610,Robot Roll Call,USA,Burton
6611,WolverBots,USA,Au Gres
6612,NexGen Robotics,USA,Antioch
6613,Gogebic Range Robotics,USA,Hurley
6614,ROBOTEDIST,Turkey,İSTANBUL
6615,Bellevillains,USA,Belleville
6616,Mechanical Pumas,USA,Detroit
6617,NASA BHS Black Hawks Robotics Club,USA,Bellingham
6618,WARHBOTS,USA,Flat Rock
6619,GravitechX,USA,Livermore
6620,Voltage Vikings,USA,North Smithfield
6621,Artemis,USA,Chatham
6622,Stan Robotix,Canada,MONTREAL
6623,Robot Maroc,Morocco,Meknès
6624,Marinette RoboMarines,USA,Marinette
6625,İEA Robotics,Turkey,İstanbul
6626,Robohana,USA,Andrews
6627,Niles Nordic Knights,USA,Niles
6628,KMS BOTKICKERS,USA,Kerkhoven
6629,Concord Boyne Kestrels,USA,Boyne City
6630,F.U.N.  (Fiercely Uknighted Nation),USA,La Porte City
6631,Rocket Robotics,USA,Reese
6632,Northview Robotics,Canada,Toronto
6633,Robo-Elephants,USA,Detroit
6634,Tecmilenio Phoenix Forces 6634,Mexico,San Nicolás de los Garza
6635,JaXon Falcon Works,USA,Jackson
6636,Full Metal Beavers,USA,Jamaica
6637,BetaWolves,USA,Carney
6638,Fulton Pirates,USA,Middleton
6639,The Mechanical Minds,USA,Hickory
6640,Metal Eagles,USA,Mayflower
6641,GSLRobotX,Turkey,Istanbul
6642,Harrison Stingers of Steel,USA,Harrison
6643,Walnuts and Bolts,USA,Racine
6644,Atomic Automatons,USA,Rocklin
6645,Alloy Obsession,USA,Crosby
6646,Belton Robotics Spacemakers,USA,Belton
6647,PrepaTec - VOLTEC,Mexico,MONTERREY
6648,MechaSpartans,USA,Ozone Park
6649,CHA Circuits ,USA,Saint Helen
6650,Tribebots,USA,Fresno
6651,Golden Bots,USA,Sterling
6652,Tigres,Mexico,San Nicolas de los Garza
6653,West Wyalong,Australia,West Wyalong
6654,Central Robobcatics,USA,Knoxville
6655,Texan Robotics,USA,Arlington
6656,Ryu Botics,USA,Payson
6657,Arborbotics,USA,Visalia
6658,Rockbotics,USA,Los Angeles
6659,CouBots,USA,Escondido
6660,MarkerBots,USA,Saint Louis
6661,Polaris,Canada,North York
6662,FalconX,USA,Pleasant Hill
6663,Kamikaze Krew,USA,Onamia
6664,LADYBOTS,USA,Pharr
6665,C-Otters,USA,Monterey
6666,Hephaestus,Mexico,Guadalupe
6667,STEM Clippers,USA,Chester
6668,Scorpion,USA,Hesperia
6669,ATL Eagles Robotics,USA,Delray Beach
6670,Red Cat Robots,USA,Milwaukee
6671,Adamas Robotics,USA,Fort Worth
6672,Fusion Corps,USA,Irving
6673,Alexis Tech Warriors,Canada,Glenevis
6674,MIT Iron Eagles,USA,Phoenix
6675,Ingenious Innovators,USA,New Britain
6676,Prepa Tecmilenio - Thunder Hawks - 6676,Mexico,Obregón
6677,Team Avengers,USA,Pascagoula
6678,DKRobotics,Denmark,Svendborg
6679,TESLA Robotics,Canada,Calgary
6680,TRIObotics,USA,Pocatello
6681,FHC Warriors,Canada,Whitehorse
6682,A.S.T.R.O. Vikings,USA,Alamogordo
6683,The ROAR-Botics,USA,Glendale
6684,RoboCats,USA,Carrizo Springs
6685,Amped Up,USA,West Palm Beach
6686,Bionic Broncos,USA,West Palm Beach
6687,Owltronics,USA,Garland
6688,West Valley Middle College Robotics Team,USA,San Jose
6689,Robit,Mexico,Mexico City 
6690,MV roboPride,USA,Penacook
6691,Torque,USA,Wolfeboro
6692,Robofalcons,USA,San Bernardino
6693,TrailBLAZERS,USA,Columbia
6694,INNOBOTICS,Mexico,Mexicali
6695,GalvaKnights,USA,San Marcos
6696,Cardinal Dynamics,USA,Corbett
6697,EUROBOTICS,Turkey,İSTANBUL
6699,Thunder Robotics,USA,Atwater
6700,Patriot Robotics,Canada,Calgary
6701,Phoenix,Canada,Moose Jaw
6702,PrepaTec - StingBots,Mexico,Tlajomulco de Zúñiga
6703,Prince George Secondary School Robotics Club,Canada,Prince George
6704,Mid Pacific Owl Robotics,USA,Honolulu
6705,Wildcat5e,USA,Dunwoody
6706,Golem,China,Shenzhen
6707,RCW Jaguar Robosapiens,USA,Renville
6708,Lobos Conalep,Mexico,Almoloya del Rio
6709,S.P.U.D. INC,USA,Big Lake
6710,Southside Robotics,USA,Atlanta
6711,Millennial Falcons,USA,Atwater
6712,Mountaineers,USA,Chatsworth
6714,A. R. Johnson's Panthers,USA,Augusta
6715,Hephzibah High Robotics,USA,Hephzibah
6716,Circuit Br8kers,USA,Augusta
6717,SPARTANS,USA,Castle Dale
6718,Rocket Dogs,USA,Oakland
6719,P.O.W.E.R.,Canada,Vancouver
6720,Walker-Hackensack-Akeley,USA,Walker
6721,Tindley Trailblazers,USA,Indianapolis
6722,LED Robotics,USA,New Port Richey
6723,Mechanical Mounties,USA,Williamstown
6724,Raiders Robotics,Canada,Red Deer
6725,WildBOTS,Canada,London
6726,MITOX,China,Suzhou
6727,HOT Bots,USA,Belton
6728,The Fast and the Curious,USA,Morrilton
6729,RobCoBots,USA,Lumberton
6730,CCS Nuclear Knights,USA,Oklahoma City
6731,Record Robotics,USA,Belmont
6732,BHS RoboRaiders,USA,Bruce
6733,PSJA North Raiders,USA,Pharr
6734,Sydney TAFE,Australia,Sydney
6735,Rauner College Prep,USA,Chicago
6736,Knights of the Sea,Israel,AKKO
6737,H.R.T,Israel,HAIFA
6738,Excalibur,Israel,Modi'in
6739,Tel Shevaa,Israel,tel sheva
6740,G3 - Glue Gun & Glitter,Israel,Pardes Hana
6741,Space monkeys,Israel,Bat Yam
6742,Augmented Jays,USA,Westland
6743,Tiger Engineering,USA,Fort Myers
6744,MEHLVILLE RC,USA,Saint Louis
6745,DAPCEP,USA,Detroit
6746,Mustangs,USA,Syosset
6747,East Jefferson High School,USA,Metairie
6748,MustangRobotics,USA,Mesa
6749,tERAbytes,USA,Hopkins
6750,HenBotix,USA,McDonough
6751,RoboFlash,USA,Dallas
6752,charger robotics,USA,Keller
6753,CBA RoboKings,USA,Midland
6754,Trailbots,USA,Edinburg
6755,Overdrive,USA,Fontana
6756,Cross Creek Razorbacks,USA,Augusta
6757,Apex Robotics FPHS,USA,Forest Park
6758,Otternauts,USA,Kasson
6759,Rebel,USA,Pearl River
6762,Oscats,USA,Hillsborough
6763,FUSION,USA,Manchester
6764,Flash Drives,USA,Fillmore
6765,Columbus City Schools Walnut Ridge Scotts,USA,Columbus
6766,AtomStorm,China,Shenzhen
6768,Denison Robo-Jackets,USA,Denison
6769,Future Star,China,Beijing
6770,Semia United,China,Beijing
6771,Raven,China,Beijing
6772,The Marist Manta Rays,USA,Atlanta
6773,Max Throttle Mavericks,USA,McKinney
6774,Oh-Kno Robo,USA,Knoxville
6800,Valor,USA,Austin
6801,Robot Crabshell ,China,Guangzhou
6802,Snot Otters,USA,Cedar Bluff
6803,HAI-Panda,China,Shanghai
6804,Team Wolfpack,USA,Livingston
6805,Quack Attack,USA,Omaha
6806,Mineola Wild Reds,USA,Mineola
6807,REAL Robotics,USA,Racine
6808,William Tennent Robotics,USA,Warminster
6809,Aviators,USA,Enid
6810,Starship Robotics,USA,Maringouin
6811,Gunnery Gears,USA,Washington
6812,Andover Snowflakes,USA,Andover
6813,Pangaea,USA,CLEVELAND
6814,Ellipse,USA,Santa Rosa
6815,The Memphis MechWarriors,USA,Memphis
6816,POPCORN PENGUINS,USA,San Jose
6817,10 Factorial,USA,Rolla
6818,Navigator,China,Suzhou
6819,Viking Robotics,Sweden,Växjö
6820,Tecmilenio - Scorpion Bots - 6820,Mexico,DURANGO
6821,Rogue Techs,USA,Chino
6822,THE SHISHKABOTS,USA,Sunnyvale
6823,USM Robotics - Wildcats,USA,Milwaukee
6824,LVA Robot Pigeons,USA,Las Vegas
6825,STRONGHORNS,USA,North Las Vegas
6826,Experiment 6826,USA,Las Vegas
6827,hexagon,China,Beijing
6828,Hazel Green,USA,Meridianville
6829,Ignite Robotics,USA,Suwanee
